model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
SVC,0,0,0,0,0.0,0,0,0,0,0,0.56,0,poly,0.894,0.887,0.95,0.949,0.002,54,5,200,6,6029,10.65158,4.55137
Random Forest,gini,2,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.912,0.877,0.925,0.892,0.06582,54,5,200,6,6029,10.65158,4.55137
SVC,0,0,0,0,0.0,0,0,0,0,0,0.55,0,poly,0.862,0.857,0.925,0.921,0.00203,54,5,200,6,6029,10.65158,4.55137
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.7,300,0,0.788,0.747,0.925,0.903,0.00577,54,5,200,6,6029,10.65158,4.55137
SVC,0,0,0,0,0.0,0,0,0,0,0,0.41,0,poly,0.875,0.865,0.9,0.898,0.00199,54,5,200,6,6029,10.65158,4.55137
Decision Tree,gini,2,2,log2,0.0,0,0,0,0,0,0.0,0,0,0.819,0.749,0.9,0.865,0.001,54,5,200,6,6029,10.65158,4.55137
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.7,1900,0,0.838,0.816,0.9,0.885,0.00214,54,5,200,6,6029,10.65158,4.55137
Random Forest,gini,2,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.925,0.892,0.9,0.858,0.06483,54,5,200,6,6029,10.65158,4.55137
K Nearest Neighbors,0,0,0,0,0.0,0,10,manhattan,0,0,0.0,0,0,0.812,0.812,0.875,0.866,0.001,54,5,200,6,6029,10.65158,4.55137
Decision Tree,gini,1,1,auto,0.0,0,0,0,0,0,0.0,0,0,0.688,0.588,0.875,0.825,0.001,54,5,200,6,6029,10.65158,4.55137
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.5,300,0,0.769,0.723,0.875,0.849,0.00327,54,5,200,6,6029,10.65158,4.55137
SVC,0,0,0,0,0.0,0,0,0,0,0,0.23,0,poly,0.831,0.816,0.875,0.861,0.00203,54,5,200,6,6029,10.65158,4.55137
SVC,0,0,0,0,0.0,0,0,0,0,0,0.39,0,poly,0.838,0.826,0.85,0.852,0.002,54,5,200,6,6029,10.65158,4.55137
Decision Tree,gini,1,8,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.694,0.6,0.85,0.788,0.001,54,5,200,6,6029,10.65158,4.55137
NaiveBayes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.844,0.847,0.85,0.847,0.00163,54,5,200,6,6029,10.65158,4.55137
Random Forest,gini,1,17,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.694,0.569,0.85,0.781,0.06483,54,5,200,6,6029,10.65158,4.55137
SVC,0,0,0,0,0.0,0,0,0,0,0,0.19,0,poly,0.788,0.767,0.825,0.783,0.001,54,5,200,6,6029,10.65158,4.55137
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.4,850,0,0.725,0.657,0.825,0.774,0.00698,54,5,200,6,6029,10.65158,4.55137
Random Forest,gini,2,9,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.938,0.91,0.825,0.767,0.06483,54,5,200,6,6029,10.65158,4.55137
Decision Tree,gini,1,3,auto,0.0,0,0,0,0,0,0.0,0,0,0.7,0.607,0.825,0.754,0.001,54,5,200,6,6029,10.65158,4.55137
Decision Tree,gini,1,3,,0.0,0,0,0,0,0,0.0,0,0,0.706,0.612,0.8,0.725,0.001,54,5,200,6,6029,10.65158,4.55137
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.3,1900,0,0.712,0.635,0.8,0.739,0.00594,54,5,200,6,6029,10.65158,4.55137
K Nearest Neighbors,0,0,0,0,0.0,0,9,minkowski,0,0,0.0,0,0,0.781,0.78,0.8,0.815,0.00103,54,5,200,6,6029,10.65158,4.55137
Random Forest,gini,1,3,log2,0.0,50,0,0,0,0,0.0,0,0,0.7,0.58,0.8,0.711,0.06682,54,5,200,6,6029,10.65158,4.55137
SVC,0,0,0,0,0.0,0,0,0,0,0,0.26,0,poly,0.844,0.838,0.8,0.792,0.00199,54,5,200,6,6029,10.65158,4.55137
SVC,0,0,0,0,0.0,0,0,0,0,0,0.13,0,linear,0.656,0.552,0.775,0.701,0.00199,54,5,200,6,6029,10.65158,4.55137
K Nearest Neighbors,0,0,0,0,0.0,0,5,chebyshev,0,0,0.0,0,0,0.844,0.841,0.775,0.797,0.001,54,5,200,6,6029,10.65158,4.55137
Random Forest,gini,1,5,log2,0.0,50,0,0,0,0,0.0,0,0,0.706,0.588,0.775,0.677,0.06483,54,5,200,6,6029,10.65158,4.55137
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.3,1400,0,0.738,0.676,0.775,0.702,0.007,54,5,200,6,6029,10.65158,4.55137
Decision Tree,gini,1,5,,0.0,0,0,0,0,0,0.0,0,0,0.712,0.62,0.775,0.691,0.001,54,5,200,6,6029,10.65158,4.55137
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,700,0,0.669,0.563,0.75,0.679,0.00513,54,5,200,6,6029,10.65158,4.55137
K Nearest Neighbors,0,0,0,0,0.0,0,5,manhattan,0,0,0.0,0,0,0.875,0.874,0.75,0.741,0.00099,54,5,200,6,6029,10.65158,4.55137
Random Forest,gini,1,7,log2,0.0,50,0,0,0,0,0.0,0,0,0.712,0.597,0.75,0.643,0.06283,54,5,200,6,6029,10.65158,4.55137
Decision Tree,gini,1,3,log2,0.0,0,0,0,0,0,0.0,0,0,0.719,0.627,0.75,0.662,0.001,54,5,200,6,6029,10.65158,4.55137
SVC,0,0,0,0,0.0,0,0,0,0,0,0.44,0,poly,0.9,0.897,0.75,0.772,0.00099,54,5,200,6,6029,10.65158,4.55137
Decision Tree,gini,1,2,,0.0,0,0,0,0,0,0.0,0,0,0.725,0.633,0.725,0.64,0.001,54,5,200,6,6029,10.65158,4.55137
SVC,0,0,0,0,0.0,0,0,0,0,0,0.09,0,linear,0.569,0.476,0.725,0.653,0.002,54,5,200,6,6029,10.65158,4.55137
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,100,0,0.662,0.556,0.725,0.656,0.00518,54,5,200,6,6029,10.65158,4.55137
Random Forest,gini,1,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.719,0.604,0.725,0.612,0.06383,54,5,200,6,6029,10.65158,4.55137
K Nearest Neighbors,0,0,0,0,0.0,0,5,minkowski,0,0,0.0,0,0,0.862,0.861,0.725,0.716,0.001,54,5,200,6,6029,10.65158,4.55137
