model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1400,0,0.826,0.747,0.864,0.8,0.01562,23,2,1429,24,163490,12651298.18,7966692.693
K Nearest Neighbors,0,0,0,0,0.0,0,8,chebyshev,0,0,0.0,0,0,0.826,0.751,0.86,0.795,0.00299,23,2,1429,23,163490,12651298.18,7966692.693
Random Forest ,gini,2,15,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.827,0.748,0.86,0.795,0.09906,23,2,1429,23,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,650,0,0.827,0.748,0.86,0.795,0.0,23,2,1429,24,163490,12651298.18,7966692.693
Decision Tree,gini,1,1,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.827,0.748,0.86,0.795,0.001,23,2,1429,23,163490,12651298.18,7966692.693
SVC,0,0,0,0,0.0,0,0,0,0,0,0.2,0,linear,0.827,0.748,0.86,0.795,0.01496,23,2,1429,23,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,850,0,0.828,0.75,0.857,0.79,0.0,23,2,1429,24,163490,12651298.18,7966692.693
Random Forest ,gini,2,9,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.828,0.75,0.857,0.79,0.09452,23,2,1429,23,163490,12651298.18,7966692.693
Gradient Boosting,0,3,0,0,0.1,50,0,0,0,0,0.0,0,0,0.853,0.805,0.857,0.806,0.3045,23,2,1429,23,162060,12651298.18,7966692.693
K Nearest Neighbors,0,0,0,0,0.0,0,6,minkowski,0,0,0.0,0,0,0.83,0.759,0.853,0.789,0.001,23,2,1429,23,163490,12651298.18,7966692.693
SVC,0,0,0,0,0.0,0,0,0,0,0,0.2,0,poly,0.831,0.757,0.853,0.786,0.0369,23,2,1429,23,163490,12651298.18,7966692.693
Decision Tree,gini,1,1,,0.0,0,0,0,0,0,0.0,0,0,0.829,0.751,0.853,0.786,0.002,23,2,1429,23,163490,12651298.18,7966692.693
SVC,0,0,0,0,0.0,0,0,0,0,0,1.0,0,rbf,0.829,0.752,0.85,0.781,0.05186,23,2,1429,23,163490,12651298.18,7966692.693
Gradient Boosting,0,5,0,0,0.1,130,0,0,0,0,0.0,0,0,0.971,0.97,0.85,0.796,1.18431,23,2,1429,23,162060,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1250,0,0.829,0.752,0.85,0.781,0.01562,23,2,1429,24,163490,12651298.18,7966692.693
K Nearest Neighbors,0,0,0,0,0.0,0,14,minkowski,0,0,0.0,0,0,0.829,0.751,0.85,0.784,0.001,23,2,1429,23,163490,12651298.18,7966692.693
Random Forest ,gini,1,7,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.829,0.752,0.85,0.781,0.1055,23,2,1429,23,163490,12651298.18,7966692.693
Random Forest ,gini,2,9,log2,0.0,50,0,0,0,0,0.0,0,0,0.83,0.753,0.846,0.776,0.08751,23,2,1429,23,163490,12651298.18,7966692.693
Decision Tree,gini,1,1,auto,0.0,0,0,0,0,0,0.0,0,0,0.83,0.753,0.846,0.776,0.001,23,2,1429,23,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,250,0,0.83,0.753,0.846,0.776,0.0,23,2,1429,24,163490,12651298.18,7966692.693
SVC,0,0,0,0,0.0,0,0,0,0,0,0.2,0,sigmoid,0.83,0.753,0.846,0.776,0.02693,23,2,1429,23,163490,12651298.18,7966692.693
K Nearest Neighbors,0,0,0,0,0.0,0,6,chebyshev,0,0,0.0,0,0,0.833,0.766,0.843,0.774,0.001,23,2,1429,23,163490,12651298.18,7966692.693
Decision Tree,gini,1,1,log2,0.0,0,0,0,0,0,0.0,0,0,0.831,0.755,0.843,0.771,0.001,23,2,1429,23,163490,12651298.18,7966692.693
Random Forest ,gini,2,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.831,0.755,0.843,0.771,0.09953,23,2,1429,23,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1200,0,0.831,0.755,0.843,0.771,0.01562,23,2,1429,24,163490,12651298.18,7966692.693
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,poly,0.832,0.756,0.839,0.766,0.0359,23,2,1429,23,163490,12651298.18,7966692.693
Random Forest ,gini,1,15,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.832,0.756,0.839,0.766,0.16052,23,2,1429,23,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,100,0,0.832,0.756,0.839,0.766,0.01562,23,2,1429,24,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,950,0,0.833,0.757,0.836,0.761,0.01562,23,2,1429,24,163490,12651298.18,7966692.693
Decision Tree,gini,1,3,auto,0.0,0,0,0,0,0,0.0,0,0,0.833,0.757,0.836,0.761,0.001,23,2,1429,23,163490,12651298.18,7966692.693
Gradient Boosting,0,17,0,0,0.1,10,0,0,0,0,0.0,0,0,0.965,0.963,0.836,0.79,0.42548,23,2,1429,23,162060,12651298.18,7966692.693
K Nearest Neighbors,0,0,0,0,0.0,0,8,manhattan,0,0,0.0,0,0,0.835,0.764,0.836,0.767,0.001,23,2,1429,23,163490,12651298.18,7966692.693
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,sigmoid,0.833,0.757,0.836,0.761,0.02793,23,2,1429,23,163490,12651298.18,7966692.693
Random Forest ,gini,1,9,log2,0.0,50,0,0,0,0,0.0,0,0,0.833,0.757,0.836,0.761,0.08709,23,2,1429,23,163490,12651298.18,7966692.693
SVC,0,0,0,0,0.0,0,0,0,0,0,0.5,0,linear,0.834,0.758,0.832,0.756,0.01396,23,2,1429,23,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,700,0,0.834,0.758,0.832,0.756,0.01562,23,2,1429,24,163490,12651298.18,7966692.693
K Nearest Neighbors,0,0,0,0,0.0,0,6,euclidean,0,0,0.0,0,0,0.836,0.771,0.832,0.756,0.00199,23,2,1429,23,163490,12651298.18,7966692.693
Random Forest ,gini,1,7,log2,0.0,50,0,0,0,0,0.0,0,0,0.834,0.758,0.832,0.756,0.10539,23,2,1429,23,163490,12651298.18,7966692.693
Gradient Boosting,0,13,0,0,0.1,30,0,0,0,0,0.0,0,0,0.995,0.995,0.832,0.786,0.88016,23,2,1429,23,162060,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1700,0,0.835,0.759,0.829,0.751,0.0,23,2,1429,24,163490,12651298.18,7966692.693
Random Forest ,gini,3,5,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.835,0.759,0.829,0.751,0.09353,23,2,1429,23,163490,12651298.18,7966692.693
K Nearest Neighbors,0,0,0,0,0.0,0,5,chebyshev,0,0,0.0,0,0,0.845,0.796,0.829,0.761,0.001,23,2,1429,23,163490,12651298.18,7966692.693
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,rbf,0.835,0.759,0.829,0.751,0.0379,23,2,1429,23,163490,12651298.18,7966692.693
Gradient Boosting,0,5,0,0,0.1,110,0,0,0,0,0.0,0,0,0.968,0.966,0.829,0.769,0.96956,23,2,1429,23,162060,12651298.18,7966692.693
Decision Tree,gini,1,2,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.835,0.759,0.829,0.751,0.00099,23,2,1429,23,163490,12651298.18,7966692.693
SVC,0,0,0,0,0.0,0,0,0,0,0,0.5,0,rbf,0.836,0.761,0.825,0.746,0.04388,23,2,1429,23,163490,12651298.18,7966692.693
Decision Tree,gini,1,4,log2,0.0,0,0,0,0,0,0.0,0,0,0.836,0.761,0.825,0.746,0.00099,23,2,1429,23,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,450,0,0.836,0.761,0.825,0.746,0.01562,23,2,1429,24,163490,12651298.18,7966692.693
Gradient Boosting,0,15,0,0,0.1,10,0,0,0,0,0.0,0,0,0.977,0.977,0.825,0.777,0.44735,23,2,1429,23,162060,12651298.18,7966692.693
Random Forest ,gini,1,5,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.836,0.761,0.825,0.746,0.09051,23,2,1429,23,163490,12651298.18,7966692.693
Gradient Boosting,0,21,0,0,0.1,10,0,0,0,0,0.0,0,0,0.993,0.993,0.822,0.786,0.48607,23,2,1429,23,162060,12651298.18,7966692.693
K Nearest Neighbors,0,0,0,0,0.0,0,5,manhattan,0,0,0.0,0,0,0.843,0.797,0.822,0.776,0.002,23,2,1429,23,163490,12651298.18,7966692.693
SVC,0,0,0,0,0.0,0,0,0,0,0,1.1,0,poly,0.869,0.831,0.822,0.757,0.08078,23,2,1429,23,163490,12651298.18,7966692.693
Gradient Boosting,0,3,0,0,0.1,30,0,0,0,0,0.0,0,0,0.855,0.803,0.818,0.74,0.22659,23,2,1429,23,162060,12651298.18,7966692.693
SVC,0,0,0,0,0.0,0,0,0,0,0,0.4,0,sigmoid,0.828,0.761,0.818,0.736,0.02693,23,2,1429,23,163490,12651298.18,7966692.693
Decision Tree,gini,1,8,,0.0,0,0,0,0,0,0.0,0,0,0.84,0.769,0.818,0.736,0.002,23,2,1429,23,163490,12651298.18,7966692.693
Random Forest ,gini,1,3,log2,0.0,50,0,0,0,0,0.0,0,0,0.837,0.763,0.818,0.736,0.10452,23,2,1429,23,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,200,0,0.837,0.763,0.818,0.736,0.0,23,2,1429,24,163490,12651298.18,7966692.693
SVC,0,0,0,0,0.0,0,0,0,0,0,0.2,0,rbf,0.838,0.764,0.815,0.731,0.03291,23,2,1429,23,163490,12651298.18,7966692.693
Decision Tree,gini,1,11,auto,0.0,0,0,0,0,0,0.0,0,0,0.838,0.764,0.815,0.731,0.001,23,2,1429,23,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1100,0,0.838,0.764,0.815,0.731,0.0,23,2,1429,24,163490,12651298.18,7966692.693
Gradient Boosting,0,13,0,0,0.1,10,0,0,0,0,0.0,0,0,0.952,0.949,0.815,0.776,0.34471,23,2,1429,23,162060,12651298.18,7966692.693
Random Forest ,gini,1,11,log2,0.0,50,0,0,0,0,0.0,0,0,0.838,0.764,0.815,0.731,0.12014,23,2,1429,23,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1000,0,0.839,0.766,0.811,0.727,0.01562,23,2,1429,24,163490,12651298.18,7966692.693
Decision Tree,gini,1,2,,0.0,0,0,0,0,0,0.0,0,0,0.839,0.766,0.811,0.727,0.002,23,2,1429,23,163490,12651298.18,7966692.693
K Nearest Neighbors,0,0,0,0,0.0,0,13,minkowski,0,0,0.0,0,0,0.838,0.765,0.811,0.727,0.002,23,2,1429,23,163490,12651298.18,7966692.693
Gradient Boosting,0,3,0,0,0.1,10,0,0,0,0,0.0,0,0,0.847,0.784,0.811,0.727,0.05822,23,2,1429,23,162060,12651298.18,7966692.693
Random Forest ,gini,1,11,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.839,0.766,0.811,0.727,0.12853,23,2,1429,23,163490,12651298.18,7966692.693
SVC,0,0,0,0,0.0,0,0,0,0,0,1.1,0,sigmoid,0.784,0.754,0.811,0.763,0.03391,23,2,1429,23,163490,12651298.18,7966692.693
Random Forest ,gini,1,5,log2,0.0,50,0,0,0,0,0.0,0,0,0.84,0.767,0.808,0.722,0.10803,23,2,1429,23,163490,12651298.18,7966692.693
SVC,0,0,0,0,0.0,0,0,0,0,0,0.7,0,sigmoid,0.8,0.75,0.808,0.772,0.02792,23,2,1429,23,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,150,0,0.84,0.767,0.808,0.722,0.0,23,2,1429,24,163490,12651298.18,7966692.693
Gradient Boosting,0,7,0,0,0.1,10,0,0,0,0,0.0,0,0,0.882,0.852,0.808,0.728,0.16425,23,2,1429,23,162060,12651298.18,7966692.693
K Nearest Neighbors,0,0,0,0,0.0,0,7,minkowski,0,0,0.0,0,0,0.846,0.788,0.808,0.728,0.002,23,2,1429,23,163490,12651298.18,7966692.693
Gradient Boosting,0,11,0,0,0.1,10,0,0,0,0,0.0,0,0,0.962,0.96,0.804,0.736,0.29112,23,2,1429,23,162060,12651298.18,7966692.693
Random Forest ,gini,1,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.841,0.768,0.804,0.717,0.10368,23,2,1429,23,163490,12651298.18,7966692.693
K Nearest Neighbors,0,0,0,0,0.0,0,5,minkowski,0,0,0.0,0,0,0.848,0.808,0.804,0.749,0.001,23,2,1429,23,163490,12651298.18,7966692.693
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,linear,0.841,0.768,0.804,0.717,0.01396,23,2,1429,23,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,1000,0,0.841,0.768,0.804,0.717,0.01562,23,2,1429,24,163490,12651298.18,7966692.693
Decision Tree,gini,1,5,,0.0,0,0,0,0,0,0.0,0,0,0.841,0.768,0.804,0.717,0.00201,23,2,1429,23,163490,12651298.18,7966692.693
Decision Tree,entropy,1,10,log2,0.0,0,0,0,0,0,0.0,0,0,0.842,0.769,0.801,0.712,0.00199,23,2,1429,23,163490,12651298.18,7966692.693
Random Forest ,gini,2,19,log2,0.0,50,0,0,0,0,0.0,0,0,0.842,0.769,0.801,0.712,0.17552,23,2,1429,23,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1900,0,0.842,0.769,0.801,0.712,0.0,23,2,1429,24,163490,12651298.18,7966692.693
K Nearest Neighbors,0,0,0,0,0.0,0,11,minkowski,0,0,0.0,0,0,0.841,0.78,0.801,0.725,0.00199,23,2,1429,23,163490,12651298.18,7966692.693
Gradient Boosting,0,5,0,0,0.1,30,0,0,0,0,0.0,0,0,0.874,0.84,0.801,0.74,0.35508,23,2,1429,23,162060,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,950,0,0.843,0.771,0.797,0.707,0.0,23,2,1429,24,163490,12651298.18,7966692.693
Random Forest ,gini,1,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.843,0.771,0.797,0.707,0.10753,23,2,1429,23,163490,12651298.18,7966692.693
Decision Tree,gini,1,20,log2,0.0,0,0,0,0,0,0.0,0,0,0.843,0.771,0.797,0.707,0.00197,23,2,1429,23,163490,12651298.18,7966692.693
K Nearest Neighbors,0,0,0,0,0.0,0,9,minkowski,0,0,0.0,0,0,0.839,0.773,0.797,0.717,0.00296,23,2,1429,23,163490,12651298.18,7966692.693
Decision Tree,gini,2,18,auto,0.0,0,0,0,0,0,0.0,0,0,0.844,0.782,0.794,0.721,0.00199,23,2,1429,23,163490,12651298.18,7966692.693
Gradient Boosting,0,9,0,0,0.1,30,0,0,0,0,0.0,0,0,0.976,0.976,0.794,0.73,0.57945,23,2,1429,23,162060,12651298.18,7966692.693
Random Forest ,gini,5,9,log2,0.0,50,0,0,0,0,0.0,0,0,0.844,0.774,0.794,0.702,0.16231,23,2,1429,23,163490,12651298.18,7966692.693
Random Forest ,gini,7,3,log2,0.0,50,0,0,0,0,0.0,0,0,0.859,0.806,0.79,0.698,0.16033,23,2,1429,23,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1850,0,0.844,0.773,0.79,0.698,0.01562,23,2,1429,24,163490,12651298.18,7966692.693
Decision Tree,gini,1,5,log2,0.0,0,0,0,0,0,0.0,0,0,0.845,0.784,0.79,0.713,0.001,23,2,1429,23,163490,12651298.18,7966692.693
Decision Tree,gini,2,7,,0.0,0,0,0,0,0,0.0,0,0,0.848,0.78,0.787,0.693,0.00299,23,2,1429,23,163490,12651298.18,7966692.693
Random Forest ,gini,6,5,log2,0.0,50,0,0,0,0,0.0,0,0,0.851,0.789,0.787,0.693,0.1084,23,2,1429,23,163490,12651298.18,7966692.693
SVC,0,0,0,0,0.0,0,0,0,0,0,0.7,0,linear,0.845,0.774,0.787,0.693,0.01795,23,2,1429,23,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.8,450,0,0.845,0.774,0.787,0.693,0.01562,23,2,1429,24,163490,12651298.18,7966692.693
SVC,0,0,0,0,0.0,0,0,0,0,0,1.0,0,sigmoid,0.797,0.753,0.783,0.739,0.04189,23,2,1429,23,163490,12651298.18,7966692.693
Decision Tree,gini,3,6,log2,0.0,0,0,0,0,0,0.0,0,0,0.847,0.782,0.783,0.697,0.00199,23,2,1429,23,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,800,0,0.846,0.775,0.783,0.688,0.01562,23,2,1429,24,163490,12651298.18,7966692.693
Random Forest ,gini,9,11,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.857,0.801,0.783,0.688,0.14132,23,2,1429,23,163490,12651298.18,7966692.693
NaiveBayes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.799,0.773,0.783,0.762,0.00399,23,2,1429,23,162060,12651298.18,7966692.693
Decision Tree,entropy,1,14,log2,0.0,0,0,0,0,0,0.0,0,0,0.85,0.783,0.78,0.683,0.00198,23,2,1429,23,163490,12651298.18,7966692.693
Random Forest ,gini,22,9,sqrt,0.0,70,0,0,0,0,0.0,0,0,0.915,0.901,0.78,0.683,0.20426,23,2,1429,23,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.4,100,0,0.847,0.777,0.78,0.683,0.0,23,2,1429,24,163490,12651298.18,7966692.693
K Nearest Neighbors,0,0,0,0,0.0,0,6,manhattan,0,0,0.0,0,0,0.849,0.787,0.78,0.695,0.00299,23,2,1429,23,163490,12651298.18,7966692.693
SVC,0,0,0,0,0.0,0,0,0,0,0,1.2,0,poly,0.872,0.833,0.78,0.707,0.06183,23,2,1429,23,163490,12651298.18,7966692.693
Gradient Boosting,0,19,0,0,0.1,10,0,0,0,0,0.0,0,0,0.99,0.989,0.78,0.738,0.43162,23,2,1429,23,162060,12651298.18,7966692.693
Random Forest ,gini,19,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.981,0.98,0.776,0.688,0.11647,23,2,1429,23,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,1.1,1200,0,0.848,0.778,0.776,0.678,0.0,23,2,1429,24,163490,12651298.18,7966692.693
Gradient Boosting,0,3,0,0,0.1,230,0,0,0,0,0.0,0,0,0.941,0.935,0.776,0.714,2.16502,23,2,1429,23,162060,12651298.18,7966692.693
SVC,0,0,0,0,0.0,0,0,0,0,0,1.4,0,sigmoid,0.783,0.758,0.776,0.744,0.02693,23,2,1429,23,163490,12651298.18,7966692.693
Decision Tree,entropy,4,4,auto,0.0,0,0,0,0,0,0.0,0,0,0.855,0.8,0.773,0.692,0.00199,23,2,1429,23,163490,12651298.18,7966692.693
Random Forest ,gini,1,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.849,0.779,0.773,0.674,0.08615,23,2,1429,23,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,300,0,0.849,0.779,0.773,0.674,0.0,23,2,1429,24,163490,12651298.18,7966692.693
Random Forest ,gini,1,3,log2,0.0,110,0,0,0,0,0.0,0,0,0.85,0.78,0.769,0.669,0.24602,23,2,1429,23,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,newton-cg,l2,0.7,150,0,0.85,0.78,0.769,0.669,0.0,23,2,1429,24,163490,12651298.18,7966692.693
Decision Tree,entropy,5,17,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.851,0.793,0.766,0.676,0.00199,23,2,1429,23,163490,12651298.18,7966692.693
Random Forest ,gini,10,7,log2,0.0,70,0,0,0,0,0.0,0,0,0.88,0.844,0.766,0.664,0.15665,23,2,1429,23,163490,12651298.18,7966692.693
Logistic Regression,0,0,0,0,0.0,0,0,0,saga,l2,0.6,1450,0,0.851,0.783,0.762,0.659,0.01562,23,2,1429,24,163490,12651298.18,7966692.693
Decision Tree,entropy,2,8,log2,0.0,0,0,0,0,0,0.0,0,0,0.854,0.796,0.762,0.669,0.00198,23,2,1429,23,163490,12651298.18,7966692.693
Random Forest ,entropy,25,9,log2,0.0,70,0,0,0,0,0.0,0,0,0.933,0.924,0.759,0.661,0.19604,23,2,1429,23,163490,12651298.18,7966692.693
Decision Tree,gini,6,2,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.874,0.836,0.759,0.676,0.00299,23,2,1429,23,163490,12651298.18,7966692.693
Decision Tree,gini,5,12,auto,0.0,0,0,0,0,0,0.0,0,0,0.857,0.804,0.755,0.679,0.00199,23,2,1429,23,163490,12651298.18,7966692.693
Decision Tree,entropy,8,16,,0.0,0,0,0,0,0,0.0,0,0,0.869,0.843,0.752,0.682,0.00997,23,2,1429,23,163490,12651298.18,7966692.693
Decision Tree,gini,8,4,log2,0.0,0,0,0,0,0,0.0,0,0,0.879,0.847,0.748,0.688,0.00299,23,2,1429,23,163490,12651298.18,7966692.693
Random Forest ,entropy,10,15,sqrt,0.0,270,0,0,0,0,0.0,0,0,0.858,0.796,0.748,0.641,0.60386,23,2,1429,23,163490,12651298.18,7966692.693
Decision Tree,gini,11,12,,0.0,0,0,0,0,0,0.0,0,0,0.899,0.89,0.745,0.737,0.00898,23,2,1429,23,163490,12651298.18,7966692.693
SVC,0,0,0,0,0.0,0,0,0,0,0,1.3,0,sigmoid,0.798,0.768,0.745,0.719,0.03291,23,2,1429,23,163490,12651298.18,7966692.693
Decision Tree,entropy,5,4,,0.0,0,0,0,0,0,0.0,0,0,0.863,0.809,0.741,0.652,0.00698,23,2,1429,23,163490,12651298.18,7966692.693
Decision Tree,gini,10,10,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.886,0.869,0.738,0.702,0.00299,23,2,1429,23,163490,12651298.18,7966692.693
Decision Tree,gini,8,3,,0.0,0,0,0,0,0,0.0,0,0,0.884,0.855,0.734,0.662,0.00698,23,2,1429,23,163490,12651298.18,7966692.693
Gradient Boosting,0,25,0,0,0.1,10,0,0,0,0,0.0,0,0,1.0,1.0,0.731,0.723,0.30069,23,2,1429,23,162060,12651298.18,7966692.693
Decision Tree,gini,12,2,,0.0,0,0,0,0,0,0.0,0,0,0.939,0.933,0.731,0.701,0.00898,23,2,1429,23,163490,12651298.18,7966692.693
Decision Tree,gini,10,9,auto,0.0,0,0,0,0,0,0.0,0,0,0.907,0.895,0.727,0.686,0.00299,23,2,1429,23,163490,12651298.18,7966692.693
