model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,rbf,0.924,0.924,0.935,0.935,0.00997,21,2,55692,27,197552,1078.1662,608.67035
Gradient Boosting,0,5,0,0,0.1,10,0,0,0,0,0.0,0,0,0.964,0.964,0.935,0.935,0.06569,21,2,1000,11,196551,0.31865,1.7658
SVC,0,0,0,0,0.0,0,0,0,0,0,0.3,0,poly,0.968,0.967,0.93,0.93,0.01795,21,2,55692,27,197552,1078.1662,608.67035
Decision Tree,gini,2,5,auto,0.0,0,0,0,0,0,0.0,0,0,0.899,0.899,0.93,0.93,0.00096,21,2,1000,11,197552,0.31865,1.7658
K Nearest Neighbors,0,0,0,0,0.0,0,14,manhattan,0,0,0.0,0,0,0.94,0.94,0.93,0.93,0.00199,21,2,1000,11,197552,0.31865,1.7658
Random Forest ,gini,3,5,log2,0.0,50,0,0,0,0,0.0,0,0,0.906,0.906,0.93,0.93,0.093,21,2,1000,11,197552,0.31865,1.7658
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,poly,0.96,0.96,0.925,0.925,0.01097,21,2,55692,27,197552,1078.1662,608.67035
Decision Tree,gini,3,4,,0.0,0,0,0,0,0,0.0,0,0,0.909,0.909,0.925,0.924,0.00401,21,2,1000,11,197552,0.31865,1.7658
Random Forest ,gini,3,13,log2,0.0,50,0,0,0,0,0.0,0,0,0.916,0.916,0.925,0.925,0.09003,21,2,1000,11,197552,0.31865,1.7658
K Nearest Neighbors,0,0,0,0,0.0,0,8,euclidean,0,0,0.0,0,0,0.965,0.965,0.925,0.925,0.00199,21,2,1000,11,197552,0.31865,1.7658
SVC,0,0,0,0,0.0,0,0,0,0,0,0.6,0,rbf,0.95,0.95,0.92,0.92,0.00798,21,2,55692,27,197552,1078.1662,608.67035
K Nearest Neighbors,0,0,0,0,0.0,0,6,manhattan,0,0,0.0,0,0,0.959,0.959,0.92,0.92,0.00199,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,2,2,log2,0.0,0,0,0,0,0,0.0,0,0,0.871,0.87,0.92,0.92,0.001,21,2,1000,11,197552,0.31865,1.7658
Random Forest ,gini,3,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.919,0.918,0.92,0.92,0.09,21,2,1000,11,197552,0.31865,1.7658
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,800,0,0.862,0.862,0.92,0.92,0.01567,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,2,12,,0.0,0,0,0,0,0,0.0,0,0,0.904,0.904,0.915,0.914,0.00303,21,2,1000,11,197552,0.31865,1.7658
Random Forest ,gini,2,13,log2,0.0,50,0,0,0,0,0.0,0,0,0.886,0.886,0.915,0.915,0.09,21,2,1000,11,197552,0.31865,1.7658
K Nearest Neighbors,0,0,0,0,0.0,0,10,euclidean,0,0,0.0,0,0,0.969,0.969,0.915,0.915,0.00199,21,2,1000,11,197552,0.31865,1.7658
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,1250,0,0.864,0.863,0.915,0.915,0.01562,21,2,1000,11,197552,0.31865,1.7658
K Nearest Neighbors,0,0,0,0,0.0,0,11,manhattan,0,0,0.0,0,0,0.952,0.953,0.91,0.91,0.00199,21,2,1000,11,197552,0.31865,1.7658
Gradient Boosting,0,7,0,0,0.1,10,0,0,0,0,0.0,0,0,0.999,0.999,0.91,0.91,0.09367,21,2,1000,11,196551,0.31865,1.7658
Random Forest ,gini,2,13,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.896,0.896,0.91,0.91,0.093,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,2,4,,0.0,0,0,0,0,0,0.0,0,0,0.905,0.905,0.91,0.91,0.00296,21,2,1000,11,197552,0.31865,1.7658
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,150,0,0.865,0.864,0.91,0.91,0.0,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,10,,0.0,0,0,0,0,0,0.0,0,0,0.869,0.868,0.905,0.904,0.002,21,2,1000,11,197552,0.31865,1.7658
SVC,0,0,0,0,0.0,0,0,0,0,0,0.6,0,linear,0.882,0.882,0.905,0.905,0.00798,21,2,55692,27,197552,1078.1662,608.67035
Random Forest ,gini,1,7,log2,0.0,50,0,0,0,0,0.0,0,0,0.872,0.872,0.9,0.899,0.112,21,2,1000,11,197552,0.31865,1.7658
SVC,0,0,0,0,0.0,0,0,0,0,0,0.5,0,linear,0.889,0.888,0.895,0.895,0.00897,21,2,55692,27,197552,1078.1662,608.67035
Random Forest ,gini,1,3,log2,0.0,50,0,0,0,0,0.0,0,0,0.864,0.863,0.895,0.895,0.095,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,2,,0.0,0,0,0,0,0,0.0,0,0,0.866,0.865,0.895,0.894,0.001,21,2,1000,11,197552,0.31865,1.7658
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,450,0,0.868,0.867,0.895,0.894,0.01566,21,2,1000,11,197552,0.31865,1.7658
Random Forest ,gini,2,11,log2,0.0,50,0,0,0,0,0.0,0,0,0.899,0.898,0.89,0.89,0.167,21,2,1000,11,197552,0.31865,1.7658
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,600,0,0.866,0.866,0.89,0.89,0.01563,21,2,1000,11,197552,0.31865,1.7658
Random Forest ,gini,1,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.875,0.874,0.885,0.884,0.09727,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,4,,0.0,0,0,0,0,0,0.0,0,0,0.87,0.869,0.885,0.884,0.00199,21,2,1000,11,197552,0.31865,1.7658
Gradient Boosting,0,9,0,0,0.1,10,0,0,0,0,0.0,0,0,1.0,1.0,0.885,0.885,0.11751,21,2,1000,11,196551,0.31865,1.7658
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,250,0,0.87,0.87,0.885,0.885,0.0,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,15,log2,0.0,0,0,0,0,0,0.0,0,0,0.874,0.873,0.88,0.878,0.00199,21,2,1000,11,197552,0.31865,1.7658
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1950,0,0.872,0.872,0.88,0.88,0.01562,21,2,1000,11,197552,0.31865,1.7658
Random Forest ,gini,1,5,log2,0.0,50,0,0,0,0,0.0,0,0,0.874,0.873,0.88,0.88,0.084,21,2,1000,11,197552,0.31865,1.7658
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,linear,0.861,0.859,0.88,0.88,0.00898,21,2,55692,27,197552,1078.1662,608.67035
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,100,0,0.869,0.868,0.875,0.875,0.01562,21,2,1000,11,197552,0.31865,1.7658
SVC,0,0,0,0,0.0,0,0,0,0,0,1.0,0,linear,0.888,0.887,0.875,0.874,0.00798,21,2,55692,27,197552,1078.1662,608.67035
Random Forest ,gini,1,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.88,0.879,0.875,0.875,0.116,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,8,log2,0.0,0,0,0,0,0,0.0,0,0,0.872,0.872,0.875,0.874,0.00099,21,2,1000,11,197552,0.31865,1.7658
SVC,0,0,0,0,0.0,0,0,0,0,0,0.7,0,linear,0.892,0.892,0.87,0.869,0.00698,21,2,55692,27,197552,1078.1662,608.67035
Decision Tree,gini,1,7,,0.0,0,0,0,0,0,0.0,0,0,0.878,0.877,0.87,0.87,0.00199,21,2,1000,11,197552,0.31865,1.7658
Random Forest ,gini,2,7,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.902,0.902,0.87,0.869,0.08996,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,5,auto,0.0,0,0,0,0,0,0.0,0,0,0.875,0.874,0.865,0.864,0.00098,21,2,1000,11,197552,0.31865,1.7658
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,200,0,0.876,0.876,0.865,0.864,0.01562,21,2,1000,11,197552,0.31865,1.7658
SVC,0,0,0,0,0.0,0,0,0,0,0,0.4,0,linear,0.886,0.885,0.86,0.86,0.00698,21,2,55692,27,197552,1078.1662,608.67035
Random Forest ,gini,4,9,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.94,0.94,0.86,0.86,0.12399,21,2,1000,11,197552,0.31865,1.7658
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,400,0,0.871,0.871,0.86,0.86,0.0,21,2,1000,11,197552,0.31865,1.7658
SVC,0,0,0,0,0.0,0,0,0,0,0,0.2,0,linear,0.876,0.875,0.855,0.854,0.00898,21,2,55692,27,197552,1078.1662,608.67035
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,550,0,0.88,0.88,0.855,0.855,0.0,21,2,1000,11,197552,0.31865,1.7658
Random Forest ,gini,1,9,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.862,0.862,0.855,0.855,0.092,21,2,1000,11,197552,0.31865,1.7658
Random Forest ,gini,1,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.885,0.884,0.85,0.849,0.08616,21,2,1000,11,197552,0.31865,1.7658
Random Forest ,gini,2,5,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.9,0.9,0.845,0.844,0.087,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,3,,0.0,0,0,0,0,0,0.0,0,0,0.879,0.878,0.845,0.843,0.00203,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,11,auto,0.0,0,0,0,0,0,0.0,0,0,0.881,0.88,0.84,0.84,0.00103,21,2,1000,11,197552,0.31865,1.7658
Random Forest ,gini,1,17,log2,0.0,50,0,0,0,0,0.0,0,0,0.868,0.867,0.84,0.84,0.086,21,2,1000,11,197552,0.31865,1.7658
SVC,0,0,0,0,0.0,0,0,0,0,0,1.8,0,linear,0.902,0.902,0.84,0.838,0.00698,21,2,55692,27,197552,1078.1662,608.67035
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,750,0,0.879,0.879,0.835,0.834,0.0,21,2,1000,11,197552,0.31865,1.7658
Random Forest ,gini,1,17,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.84,0.84,0.835,0.835,0.09,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,20,log2,0.0,0,0,0,0,0,0.0,0,0,0.79,0.79,0.835,0.835,0.00199,21,2,1000,11,197552,0.31865,1.7658
NaiveBayes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.888,0.887,0.835,0.835,0.002,21,2,1000,11,196551,0.31865,1.7658
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1600,0,0.878,0.877,0.83,0.83,0.0,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,2,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.888,0.887,0.83,0.83,0.00199,21,2,1000,11,197552,0.31865,1.7658
Random Forest ,gini,1,17,sqrt,0.0,110,0,0,0,0,0.0,0,0,0.888,0.887,0.825,0.82,0.25,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,1,,0.0,0,0,0,0,0,0.0,0,0,0.889,0.888,0.825,0.825,0.003,21,2,1000,11,197552,0.31865,1.7658
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.4,600,0,0.886,0.886,0.825,0.824,0.01562,21,2,1000,11,197552,0.31865,1.7658
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.5,1700,0,0.89,0.89,0.82,0.82,0.0,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,2,10,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.825,0.825,0.82,0.819,0.00199,21,2,1000,11,197552,0.31865,1.7658
Logistic Regression,0,0,0,0,0.0,0,0,0,newton-cg,l2,0.5,2000,0,0.891,0.891,0.815,0.815,0.01562,21,2,1000,11,197552,0.31865,1.7658
Random Forest ,gini,1,13,log2,0.0,190,0,0,0,0,0.0,0,0,0.89,0.889,0.815,0.813,0.42296,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,2,18,log2,0.0,0,0,0,0,0,0.0,0,0,0.819,0.818,0.815,0.815,0.00203,21,2,1000,11,197552,0.31865,1.7658
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1300,0,0.882,0.882,0.81,0.81,0.0,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,entropy,1,5,log2,0.0,0,0,0,0,0,0.0,0,0,0.796,0.796,0.81,0.81,0.00103,21,2,1000,11,197552,0.31865,1.7658
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.9,1650,0,0.894,0.893,0.805,0.804,0.01567,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,7,log2,0.0,0,0,0,0,0,0.0,0,0,0.798,0.797,0.805,0.805,0.001,21,2,1000,11,197552,0.31865,1.7658
Random Forest ,gini,1,3,log2,0.0,250,0,0,0,0,0.0,0,0,0.891,0.891,0.8,0.8,0.511,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,1,log2,0.0,0,0,0,0,0,0.0,0,0,0.799,0.798,0.8,0.8,0.001,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,3,auto,0.0,0,0,0,0,0,0.0,0,0,0.8,0.8,0.795,0.793,0.001,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,2,3,auto,0.0,0,0,0,0,0,0.0,0,0,0.805,0.805,0.79,0.79,0.00103,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,5,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.802,0.802,0.785,0.784,0.001,21,2,1000,11,197552,0.31865,1.7658
Random Forest ,gini,1,17,log2,0.0,290,0,0,0,0,0.0,0,0,0.884,0.883,0.785,0.784,0.611,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,entropy,1,9,auto,0.0,0,0,0,0,0,0.0,0,0,0.801,0.801,0.78,0.78,0.00103,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,5,log2,0.0,0,0,0,0,0,0.0,0,0,0.804,0.803,0.775,0.775,0.00103,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,2,auto,0.0,0,0,0,0,0,0.0,0,0,0.76,0.759,0.77,0.77,0.001,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,6,log2,0.0,0,0,0,0,0,0.0,0,0,0.808,0.807,0.765,0.765,0.00096,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,1,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.809,0.809,0.76,0.76,0.002,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,3,log2,0.0,0,0,0,0,0,0.0,0,0,0.754,0.751,0.755,0.754,0.00103,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,4,auto,0.0,0,0,0,0,0,0.0,0,0,0.765,0.764,0.75,0.75,0.001,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,1,auto,0.0,0,0,0,0,0,0.0,0,0,0.81,0.81,0.745,0.744,0.01292,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,entropy,1,3,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.768,0.767,0.74,0.739,0.00103,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,12,log2,0.0,0,0,0,0,0,0.0,0,0,0.769,0.768,0.735,0.734,0.00203,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,14,auto,0.0,0,0,0,0,0,0.0,0,0,0.772,0.772,0.72,0.719,0.001,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,gini,1,10,log2,0.0,0,0,0,0,0,0.0,0,0,0.715,0.713,0.71,0.709,0.00199,21,2,1000,11,197552,0.31865,1.7658
Decision Tree,entropy,1,1,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.709,0.707,0.705,0.703,0.001,21,2,1000,11,197552,0.31865,1.7658
