model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
SVC,0,0,0,0,0.0,0,0,0,0,0,0.05,0,rbf,0.952,0.951,0.939,0.938,0.00611,28,2,569,32,125141,949177.7665,3906926.039
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,200,0,0.941,0.94,0.939,0.937,0.01562,28,2,569,33,125141,949177.7665,3906926.039
Decision Tree,gini,1,10,auto,0.0,0,0,0,0,0,0.0,0,0,0.919,0.917,0.939,0.938,0.001,28,2,569,32,125141,949177.7665,3906926.039
Random Forest ,gini,1,2,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.93,0.929,0.939,0.938,0.08278,28,2,569,32,125141,949177.7665,3906926.039
Decision Tree,gini,1,7,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.912,0.912,0.93,0.93,0.001,28,2,569,32,125141,949177.7665,3906926.039
SVC,0,0,0,0,0.0,0,0,0,0,0,0.04,0,rbf,0.954,0.953,0.93,0.928,0.00709,28,2,569,32,125141,949177.7665,3906926.039
K Nearest Neighbors,0,0,0,0,0.0,0,9,chebyshev,0,0,0.0,0,0,0.947,0.947,0.921,0.921,0.001,28,2,569,32,125141,949177.7665,3906926.039
Decision Tree,gini,1,5,log2,0.0,0,0,0,0,0,0.0,0,0,0.888,0.885,0.921,0.919,0.001,28,2,569,32,125141,949177.7665,3906926.039
Gradient Boosting,0,3,0,0,0.1,10,0,0,0,0,0.0,0,0,0.993,0.993,0.921,0.919,0.06896,28,2,569,32,124571,949177.7665,3906926.039
SVC,0,0,0,0,0.0,0,0,0,0,0,0.02,0,rbf,0.943,0.942,0.921,0.919,0.00897,28,2,569,32,125141,949177.7665,3906926.039
Decision Tree,gini,1,1,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.923,0.922,0.912,0.911,0.001,28,2,569,32,125141,949177.7665,3906926.039
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,750,0,0.945,0.944,0.912,0.909,0.01562,28,2,569,33,125141,949177.7665,3906926.039
SVC,0,0,0,0,0.0,0,0,0,0,0,0.02,0,linear,0.921,0.919,0.904,0.901,0.00495,28,2,569,32,125141,949177.7665,3906926.039
Decision Tree,gini,1,2,,0.0,0,0,0,0,0,0.0,0,0,0.927,0.927,0.904,0.903,0.00299,28,2,569,32,125141,949177.7665,3906926.039
K Nearest Neighbors,0,0,0,0,0.0,0,16,manhattan,0,0,0.0,0,0,0.965,0.965,0.904,0.902,0.00199,28,2,569,32,125141,949177.7665,3906926.039
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,100,0,0.943,0.942,0.904,0.902,0.01562,28,2,569,33,125141,949177.7665,3906926.039
Random Forest ,gini,1,2,log2,0.0,50,0,0,0,0,0.0,0,0,0.938,0.938,0.904,0.903,0.10073,28,2,569,32,125141,949177.7665,3906926.039
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1600,0,0.949,0.949,0.895,0.889,0.01562,28,2,569,33,125141,949177.7665,3906926.039
SVC,0,0,0,0,0.0,0,0,0,0,0,0.01,0,linear,0.837,0.823,0.895,0.891,0.00602,28,2,569,32,125141,949177.7665,3906926.039
Decision Tree,gini,1,1,,0.0,0,0,0,0,0,0.0,0,0,0.921,0.921,0.886,0.886,0.00299,28,2,569,32,125141,949177.7665,3906926.039
Random Forest ,gini,1,14,log2,0.0,50,0,0,0,0,0.0,0,0,0.943,0.942,0.877,0.875,0.09437,28,2,569,32,125141,949177.7665,3906926.039
Random Forest ,gini,1,12,log2,0.0,150,0,0,0,0,0.0,0,0,0.945,0.944,0.868,0.864,0.16448,28,2,569,32,125141,949177.7665,3906926.039
Decision Tree,gini,1,4,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.925,0.925,0.868,0.866,0.001,28,2,569,32,125141,949177.7665,3906926.039
Random Forest ,gini,1,20,sqrt,0.0,130,0,0,0,0,0.0,0,0,0.941,0.94,0.86,0.855,0.21293,28,2,569,32,125141,949177.7665,3906926.039
Decision Tree,gini,1,12,,0.0,0,0,0,0,0,0.0,0,0,0.934,0.934,0.86,0.86,0.00199,28,2,569,32,125141,949177.7665,3906926.039
Decision Tree,gini,1,16,log2,0.0,0,0,0,0,0,0.0,0,0,0.899,0.897,0.851,0.844,0.00203,28,2,569,32,125141,949177.7665,3906926.039
Decision Tree,gini,1,11,log2,0.0,0,0,0,0,0,0.0,0,0,0.884,0.882,0.842,0.838,0.001,28,2,569,32,125141,949177.7665,3906926.039
Decision Tree,gini,1,3,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.82,0.818,0.833,0.83,0.001,28,2,569,32,125141,949177.7665,3906926.039
Decision Tree,gini,1,10,log2,0.0,0,0,0,0,0,0.0,0,0,0.829,0.826,0.816,0.813,0.001,28,2,569,32,125141,949177.7665,3906926.039
Decision Tree,gini,1,6,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.868,0.867,0.789,0.789,0.001,28,2,569,32,125141,949177.7665,3906926.039
Decision Tree,gini,1,2,auto,0.0,0,0,0,0,0,0.0,0,0,0.833,0.832,0.781,0.78,0.001,28,2,569,32,125141,949177.7665,3906926.039
Decision Tree,entropy,1,9,log2,0.0,0,0,0,0,0,0.0,0,0,0.837,0.837,0.772,0.771,0.00199,28,2,569,32,125141,949177.7665,3906926.039
Decision Tree,entropy,1,3,log2,0.0,0,0,0,0,0,0.0,0,0,0.809,0.811,0.754,0.759,0.00103,28,2,569,32,125141,949177.7665,3906926.039
SVC,0,0,0,0,0.0,0,0,0,0,0,0.02,0,sigmoid,0.604,0.455,0.719,0.602,0.01199,28,2,569,32,125141,949177.7665,3906926.039
Decision Tree,gini,1,19,log2,0.0,0,0,0,0,0,0.0,0,0,0.818,0.819,0.719,0.73,0.00199,28,2,569,32,125141,949177.7665,3906926.039
Decision Tree,gini,1,12,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.719,0.722,0.702,0.704,0.00203,28,2,569,32,125141,949177.7665,3906926.039
