model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Decision Tree,gini,1,1,auto,0.0,0,0,0,0,0,0.0,0,0,0.752,0.747,0.762,0.755,0.001,35,2,207,61,87984,0.28431,0.14818
SVC,0,0,0,0,0.0,0,0,0,0,0,0.04,0,poly,0.885,0.885,0.762,0.764,0.00203,35,2,207,61,87984,0.28431,0.14818
Random Forest ,gini,1,6,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.824,0.822,0.762,0.756,0.0768,35,2,207,61,87984,0.28431,0.14818
K Nearest Neighbors,0,0,0,0,0.0,0,5,minkowski,0,0,0.0,0,0,0.891,0.89,0.762,0.761,0.00102,35,2,207,61,87984,0.28431,0.14818
NaiveBayes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.703,0.699,0.762,0.757,0.00153,35,2,207,61,87776,0.28431,0.14818
Random Forest ,gini,1,2,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.8,0.796,0.738,0.723,0.07476,35,2,207,61,87984,0.28431,0.14818
Decision Tree,gini,1,4,auto,0.0,0,0,0,0,0,0.0,0,0,0.739,0.738,0.738,0.738,0.001,35,2,207,61,87984,0.28431,0.14818
SVC,0,0,0,0,0.0,0,0,0,0,0,0.03,0,poly,0.879,0.879,0.738,0.739,0.00203,35,2,207,61,87984,0.28431,0.14818
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,250,0,0.842,0.842,0.738,0.743,0.01562,35,2,207,61,87984,0.28431,0.14818
K Nearest Neighbors,0,0,0,0,0.0,0,6,euclidean,0,0,0.0,0,0,0.836,0.834,0.714,0.699,0.001,35,2,207,61,87984,0.28431,0.14818
Random Forest ,gini,1,12,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.806,0.804,0.714,0.706,0.09076,35,2,207,61,87984,0.28431,0.14818
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,650,0,0.867,0.866,0.714,0.706,0.0,35,2,207,61,87984,0.28431,0.14818
Gradient Boosting,0,5,0,0,0.1,10,0,0,0,0,0.0,0,0,1.0,1.0,0.714,0.709,0.06235,35,2,207,61,87776,0.28431,0.14818
SVC,0,0,0,0,0.0,0,0,0,0,0,0.03,0,linear,0.715,0.675,0.714,0.702,0.002,35,2,207,61,87984,0.28431,0.14818
Decision Tree,gini,1,1,,0.0,0,0,0,0,0,0.0,0,0,0.77,0.768,0.714,0.714,0.00199,35,2,207,61,87984,0.28431,0.14818
