model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Decision Tree,gini,5,1,,0,0,0,0,0,0,0,0,0,0.907,0.902,0.91,0.904,0.00199,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,2,17,log2,0,50,0,0,0,0,0,0,0,0.907,0.902,0.91,0.905,0.08876,43,3,1059,8,26586,38.24378,2.3166
K Nearest Neighbors,0,0,0,0,0,0,17,euclidean,0,0,0,0,0,0.937,0.938,0.91,0.909,0.00099,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,2,7,log2,0,50,0,0,0,0,0,0,0,0.871,0.868,0.906,0.906,0.06981,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,4,1,,0,0,0,0,0,0,0,0,0,0.882,0.879,0.906,0.902,0.001,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.19,0,poly,0.907,0.907,0.906,0.906,0.00798,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,4,3,,0,0,0,0,0,0,0,0,0,0.883,0.88,0.901,0.898,0.001,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.17,0,poly,0.904,0.905,0.901,0.901,0.00902,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,3,7,sqrt,0,50,0,0,0,0,0,0,0,0.854,0.85,0.901,0.898,0.06782,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,newton-cg,l2,1.7,1450,0,0.839,0.842,0.901,0.901,0.02386,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,4,2,,0,0,0,0,0,0,0,0,0,0.884,0.882,0.896,0.893,0.00199,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,2,17,sqrt,0,50,0,0,0,0,0,0,0,0.89,0.891,0.896,0.895,0.08477,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.18,0,poly,0.909,0.91,0.896,0.896,0.00897,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,liblinear,l1,1.5,400,0,0.843,0.846,0.896,0.896,0.02397,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.23,0,poly,0.91,0.911,0.892,0.893,0.00898,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,4,2,log2,0,0,0,0,0,0,0,0,0,0.898,0.898,0.892,0.891,0.001,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,3,15,log2,0,50,0,0,0,0,0,0,0,0.915,0.914,0.892,0.89,0.06981,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,1.7,850,0,0.834,0.837,0.892,0.893,0.01562,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,2,13,sqrt,0,50,0,0,0,0,0,0,0,0.878,0.873,0.887,0.879,0.06981,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.2,0,poly,0.911,0.912,0.887,0.887,0.00798,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,4,13,sqrt,0,0,0,0,0,0,0,0,0,0.894,0.891,0.887,0.879,0.00199,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,0.9,450,0,0.811,0.814,0.887,0.888,0.01562,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,1,550,0,0.836,0.838,0.882,0.886,0.03092,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,4,5,log2,0,0,0,0,0,0,0,0,0,0.872,0.874,0.882,0.882,0.001,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,4,6,,0,0,0,0,0,0,0,0,0,0.856,0.853,0.877,0.882,0.001,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,2,7,sqrt,0,90,0,0,0,0,0,0,0,0.858,0.855,0.877,0.877,0.12567,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,1.2,1150,0,0.841,0.844,0.877,0.879,0.01563,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.24,0,poly,0.922,0.923,0.877,0.879,0.00799,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,4,8,,0,0,0,0,0,0,0,0,0,0.89,0.888,0.873,0.868,0.001,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,1,1750,0,0.838,0.841,0.873,0.874,0.03124,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.1,0,poly,0.883,0.885,0.873,0.874,0.01005,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,2,3,sqrt,0,50,0,0,0,0,0,0,0,0.883,0.879,0.868,0.863,0.06882,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,0.7,1900,0,0.821,0.823,0.868,0.869,0.02987,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,4,16,,0,0,0,0,0,0,0,0,0,0.858,0.858,0.868,0.866,0.001,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,2,1,log2,0,50,0,0,0,0,0,0,0,0.884,0.879,0.863,0.858,0.06882,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.54,0,rbf,0.847,0.845,0.863,0.862,0.01097,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,4,4,,0,0,0,0,0,0,0,0,0,0.86,0.859,0.863,0.861,0.001,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,0.7,350,0,0.817,0.82,0.863,0.865,0.02394,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.12,0,poly,0.888,0.889,0.858,0.858,0.00898,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,2,1,sqrt,0,50,0,0,0,0,0,0,0,0.863,0.859,0.858,0.855,0.06882,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,3,8,,0,0,0,0,0,0,0,0,0,0.805,0.809,0.858,0.861,0.001,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,0.6,1550,0,0.786,0.788,0.858,0.858,0.02094,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.06,0,poly,0.882,0.882,0.854,0.854,0.00902,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,0.7,1400,0,0.819,0.822,0.854,0.857,0.01562,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,2,3,log2,0,50,0,0,0,0,0,0,0,0.864,0.86,0.854,0.851,0.07081,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,entropy,4,8,auto,0,0,0,0,0,0,0,0,0,0.85,0.849,0.854,0.853,0.001,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,3,7,,0,0,0,0,0,0,0,0,0,0.808,0.81,0.849,0.855,0.00199,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.19,0,rbf,0.821,0.822,0.849,0.852,0.01396,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,0.6,500,0,0.808,0.81,0.849,0.852,0.02573,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,2,5,log2,0,90,0,0,0,0,0,0,0,0.888,0.883,0.849,0.837,0.12168,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,entropy,4,3,log2,0,0,0,0,0,0,0,0,0,0.817,0.818,0.844,0.845,0.001,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.09,0,poly,0.851,0.85,0.844,0.842,0.01094,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,2,7,sqrt,0,50,0,0,0,0,0,0,0,0.867,0.863,0.84,0.832,0.06882,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,0.7,600,0,0.848,0.85,0.84,0.844,0.02393,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.31,0,rbf,0.818,0.817,0.84,0.837,0.01394,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,3,13,,0,0,0,0,0,0,0,0,0,0.835,0.838,0.835,0.84,0.00199,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,0.5,1400,0,0.789,0.791,0.835,0.835,0.03124,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.08,0,poly,0.854,0.852,0.835,0.834,0.00997,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,2,17,log2,0,70,0,0,0,0,0,0,0,0.868,0.864,0.835,0.831,0.09575,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.41,0,rbf,0.832,0.833,0.83,0.836,0.01097,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,4,6,sqrt,0,0,0,0,0,0,0,0,0,0.871,0.87,0.83,0.832,0.00199,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,2,1,sqrt,0,70,0,0,0,0,0,0,0,0.869,0.866,0.83,0.822,0.09574,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,3,1,,0,0,0,0,0,0,0,0,0,0.813,0.816,0.825,0.829,0.001,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.34,0,rbf,0.831,0.832,0.825,0.829,0.013,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,2,5,sqrt,0,170,0,0,0,0,0,0,0,0.87,0.867,0.825,0.817,0.22739,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,0.5,1700,0,0.791,0.793,0.825,0.828,0.01561,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,3,5,log2,0,0,0,0,0,0,0,0,0,0.815,0.818,0.821,0.822,0.001,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.07,0,poly,0.828,0.829,0.821,0.823,0.00998,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,0.6,550,0,0.803,0.805,0.821,0.823,0.01562,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,0.5,1100,0,0.795,0.796,0.816,0.818,0.01562,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.22,0,rbf,0.799,0.8,0.816,0.817,0.01396,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,3,6,,0,0,0,0,0,0,0,0,0,0.816,0.818,0.816,0.824,0.00199,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.18,0,rbf,0.795,0.795,0.811,0.812,0.01497,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,0.5,1150,0,0.766,0.768,0.811,0.81,0.01562,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,3,3,auto,0,0,0,0,0,0,0,0,0,0.796,0.802,0.811,0.816,0.001,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,2,7,sqrt,0,130,0,0,0,0,0,0,0,0.875,0.871,0.807,0.805,0.17653,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,3,12,,0,0,0,0,0,0,0,0,0,0.818,0.821,0.807,0.811,0.001,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,3,5,sqrt,0,0,0,0,0,0,0,0,0,0.77,0.777,0.802,0.805,0.001,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.14,0,rbf,0.8,0.798,0.802,0.793,0.01696,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,0.4,1500,0,0.784,0.786,0.802,0.803,0.01999,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.13,0,rbf,0.776,0.771,0.797,0.792,0.01794,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,3,3,log2,0,0,0,0,0,0,0,0,0,0.776,0.786,0.797,0.801,0.001,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,1,9,log2,0,90,0,0,0,0,0,0,0,0.701,0.598,0.797,0.716,0.12367,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,0.6,100,0,0.798,0.8,0.797,0.799,0.01562,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,3,7,auto,0,0,0,0,0,0,0,0,0,0.782,0.788,0.792,0.801,0.00199,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,0.5,700,0,0.799,0.801,0.792,0.795,0.01995,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.02,0,poly,0.802,0.799,0.792,0.789,0.01197,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,2,11,sqrt,0,250,0,0,0,0,0,0,0,0.804,0.776,0.788,0.761,0.32832,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.05,0,poly,0.813,0.814,0.788,0.788,0.01097,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,3,10,,0,0,0,0,0,0,0,0,0,0.823,0.825,0.788,0.796,0.001,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,0.2,900,0,0.711,0.707,0.788,0.786,0.01562,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,2,5,log2,0,50,0,0,0,0,0,0,0,0.793,0.76,0.783,0.753,0.06882,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,0.3,1550,0,0.734,0.73,0.783,0.782,0.01562,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.2,0,rbf,0.803,0.799,0.783,0.779,0.01396,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,3,3,,0,0,0,0,0,0,0,0,0,0.824,0.827,0.783,0.789,0.001,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,0.4,250,0,0.769,0.769,0.778,0.78,0.01562,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.24,0,rbf,0.809,0.81,0.778,0.778,0.01396,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,0.3,500,0,0.752,0.751,0.774,0.771,0.01562,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,1,1,sqrt,0,70,0,0,0,0,0,0,0,0.707,0.604,0.774,0.693,0.09674,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,entropy,3,12,log2,0,0,0,0,0,0,0,0,0,0.721,0.717,0.774,0.765,0.00199,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.03,0,poly,0.769,0.764,0.769,0.764,0.01005,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,3,1,log2,0,0,0,0,0,0,0,0,0,0.787,0.793,0.769,0.785,0.00099,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,0.5,900,0,0.818,0.82,0.769,0.772,0.03124,43,3,1059,8,26586,38.24378,2.3166
Logistic Regression,0,0,0,0,0,0,0,0,lbfgs,l2,0.4,1700,0,0.763,0.763,0.764,0.767,0.01562,43,3,1059,8,26586,38.24378,2.3166
SVC,0,0,0,0,0,0,0,0,0,0,0.28,0,linear,0.743,0.743,0.764,0.761,0.01001,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,1,5,log2,0,50,0,0,0,0,0,0,0,0.71,0.606,0.764,0.682,0.06882,43,3,1059,8,26586,38.24378,2.3166
Random Forest,gini,1,11,log2,0,50,0,0,0,0,0,0,0,0.75,0.745,0.759,0.752,0.06882,43,3,1059,8,26586,38.24378,2.3166
Decision Tree,gini,3,13,log2,0,0,0,0,0,0,0,0,0,0.73,0.745,0.759,0.767,0.001,43,3,1059,8,26586,38.24378,2.3166
